file_path,class_id
balanced_dataset\train\swimming\000077.jpg,0
balanced_dataset\train\swimming\000078.jpg,0
balanced_dataset\train\swimming\000079.jpg,0
balanced_dataset\train\swimming\000080.jpg,0
balanced_dataset\train\swimming\000081.jpg,0
balanced_dataset\train\swimming\000082.jpg,0
balanced_dataset\train\swimming\000083.jpg,0
balanced_dataset\train\swimming\000084.jpg,0
balanced_dataset\train\swimming\000085.jpg,0
balanced_dataset\train\swimming\000086.jpg,0
balanced_dataset\train\swimming\000087.jpg,0
balanced_dataset\train\swimming\000088.jpg,0
balanced_dataset\train\swimming\000089.jpg,0
balanced_dataset\train\swimming\000090.jpg,0
balanced_dataset\train\swimming\000091.jpg,0
balanced_dataset\train\swimming\000092.jpg,0
balanced_dataset\train\swimming\000093.jpg,0
balanced_dataset\train\swimming\000094.jpg,0
balanced_dataset\train\swimming\000095.jpg,0
balanced_dataset\train\swimming\000096.jpg,0
balanced_dataset\train\swimming\000097.jpg,0
balanced_dataset\train\swimming\000098.jpg,0
balanced_dataset\train\swimming\000099.jpg,0
balanced_dataset\train\swimming\000100.jpg,0
balanced_dataset\train\swimming\000101.jpg,0
balanced_dataset\train\swimming\000102.jpg,0
balanced_dataset\train\swimming\000103.jpg,0
balanced_dataset\train\swimming\000104.jpg,0
balanced_dataset\train\swimming\000105.jpg,0
balanced_dataset\train\swimming\000106.jpg,0
balanced_dataset\train\swimming\000107.jpg,0
balanced_dataset\train\swimming\000108.jpg,0
balanced_dataset\train\swimming\000109.jpg,0
balanced_dataset\train\swimming\000110.jpg,0
balanced_dataset\train\swimming\000111.jpg,0
balanced_dataset\train\swimming\000112.jpg,0
balanced_dataset\train\swimming\000113.jpg,0
balanced_dataset\train\swimming\000114.jpg,0
balanced_dataset\train\swimming\000115.jpg,0
balanced_dataset\train\swimming\000116.jpg,0
balanced_dataset\train\swimming\000117.jpg,0
balanced_dataset\train\swimming\000118.jpg,0
balanced_dataset\train\swimming\000119.jpg,0
balanced_dataset\train\swimming\000120.jpg,0
balanced_dataset\train\swimming\000121.jpg,0
balanced_dataset\train\swimming\000122.jpg,0
balanced_dataset\train\swimming\000123.jpg,0
balanced_dataset\train\swimming\000124.jpg,0
balanced_dataset\train\swimming\000125.jpg,0
balanced_dataset\train\swimming\000126.jpg,0
balanced_dataset\train\swimming\000127.jpg,0
balanced_dataset\train\swimming\000128.jpg,0
balanced_dataset\train\swimming\000129.jpg,0
balanced_dataset\train\swimming\000130.jpg,0
balanced_dataset\train\swimming\000131.jpg,0
balanced_dataset\train\swimming\000132.jpg,0
balanced_dataset\train\swimming\000133.jpg,0
balanced_dataset\train\swimming\000134.jpg,0
balanced_dataset\train\swimming\000135.jpg,0
balanced_dataset\train\swimming\000136.jpg,0
balanced_dataset\train\swimming\000137.jpg,0
balanced_dataset\train\swimming\000138.jpg,0
balanced_dataset\train\swimming\000139.jpg,0
balanced_dataset\train\swimming\000140.jpg,0
balanced_dataset\train\swimming\000141.jpg,0
balanced_dataset\train\swimming\000142.jpg,0
balanced_dataset\train\swimming\000143.jpg,0
balanced_dataset\train\swimming\000144.jpg,0
balanced_dataset\train\swimming\000145.jpg,0
balanced_dataset\train\swimming\000146.jpg,0
balanced_dataset\train\swimming\000147.jpg,0
balanced_dataset\train\swimming\000148.jpg,0
balanced_dataset\train\swimming\000149.jpg,0
balanced_dataset\train\swimming\000150.jpg,0
balanced_dataset\train\swimming\000151.jpg,0
balanced_dataset\train\swimming\000152.jpg,0
balanced_dataset\train\swimming\000153.jpg,0
balanced_dataset\train\swimming\000154.jpg,0
balanced_dataset\train\swimming\000155.jpg,0
balanced_dataset\train\swimming\000156.jpg,0
balanced_dataset\train\swimming\000157.jpg,0
balanced_dataset\train\swimming\000158.jpg,0
balanced_dataset\train\swimming\000159.jpg,0
balanced_dataset\train\swimming\000160.jpg,0
balanced_dataset\train\swimming\000161.jpg,0
balanced_dataset\train\swimming\000162.jpg,0
balanced_dataset\train\swimming\000163.jpg,0
balanced_dataset\train\swimming\000164.jpg,0
balanced_dataset\train\swimming\000165.jpg,0
balanced_dataset\train\swimming\000166.jpg,0
balanced_dataset\train\swimming\000167.jpg,0
balanced_dataset\train\swimming\000168.jpg,0
balanced_dataset\train\swimming\000169.jpg,0
balanced_dataset\train\swimming\000170.jpg,0
balanced_dataset\train\swimming\000171.jpg,0
balanced_dataset\train\swimming\000172.jpg,0
balanced_dataset\train\swimming\000173.jpg,0
balanced_dataset\train\swimming\000174.jpg,0
balanced_dataset\train\swimming\000175.jpg,0
balanced_dataset\train\swimming\000176.jpg,0
balanced_dataset\train\swimming\000177.jpg,0
balanced_dataset\train\swimming\000178.jpg,0
balanced_dataset\train\swimming\000179.jpg,0
balanced_dataset\train\swimming\000180.jpg,0
balanced_dataset\train\swimming\000181.jpg,0
balanced_dataset\train\swimming\000182.jpg,0
balanced_dataset\train\swimming\000183.jpg,0
balanced_dataset\train\swimming\000184.jpg,0
balanced_dataset\train\swimming\000185.jpg,0
balanced_dataset\train\swimming\000186.jpg,0
balanced_dataset\train\swimming\000187.jpg,0
balanced_dataset\train\swimming\000188.jpg,0
balanced_dataset\train\swimming\000189.jpg,0
balanced_dataset\train\swimming\000190.jpg,0
balanced_dataset\train\swimming\000191.jpg,0
balanced_dataset\train\swimming\000192.jpg,0
balanced_dataset\train\swimming\000193.jpg,0
balanced_dataset\train\swimming\000194.jpg,0
balanced_dataset\train\swimming\000195.jpg,0
balanced_dataset\train\swimming\000196.jpg,0
balanced_dataset\train\swimming\000197.jpg,0
balanced_dataset\train\swimming\000198.jpg,0
balanced_dataset\train\swimming\000199.jpg,0
balanced_dataset\train\swimming\000200.jpg,0
balanced_dataset\train\swimming\000201.jpg,0
balanced_dataset\train\swimming\000202.jpg,0
balanced_dataset\train\swimming\000203.jpg,0
balanced_dataset\train\swimming\000204.jpg,0
balanced_dataset\train\swimming\000205.jpg,0
balanced_dataset\train\swimming\000206.jpg,0
balanced_dataset\train\swimming\000207.jpg,0
balanced_dataset\train\swimming\000208.jpg,0
balanced_dataset\train\swimming\000209.jpg,0
balanced_dataset\train\swimming\000210.jpg,0
balanced_dataset\train\swimming\000211.jpg,0
balanced_dataset\train\swimming\000212.jpg,0
balanced_dataset\train\swimming\000213.jpg,0
balanced_dataset\train\swimming\000214.jpg,0
balanced_dataset\train\swimming\000215.jpg,0
balanced_dataset\train\swimming\000216.jpg,0
balanced_dataset\train\swimming\000217.jpg,0
balanced_dataset\train\swimming\000218.jpg,0
balanced_dataset\train\swimming\000219.jpg,0
balanced_dataset\train\swimming\000220.jpg,0
balanced_dataset\train\swimming\000221.jpg,0
balanced_dataset\train\swimming\000222.jpg,0
balanced_dataset\train\swimming\000223.jpg,0
balanced_dataset\train\swimming\000224.jpg,0
balanced_dataset\train\swimming\000225.jpg,0
balanced_dataset\train\swimming\000226.jpg,0
balanced_dataset\train\swimming\000227.jpg,0
balanced_dataset\train\swimming\000228.jpg,0
balanced_dataset\train\swimming\000229.jpg,0
balanced_dataset\train\swimming\000230.jpg,0
balanced_dataset\train\swimming\000231.jpg,0
balanced_dataset\train\swimming\000232.jpg,0
balanced_dataset\train\swimming\000233.jpg,0
balanced_dataset\train\swimming\000234.jpg,0
balanced_dataset\train\swimming\000235.jpg,0
balanced_dataset\train\swimming\000236.jpg,0
balanced_dataset\train\swimming\000237.jpg,0
balanced_dataset\train\swimming\000238.jpg,0
balanced_dataset\train\swimming\000239.jpg,0
balanced_dataset\train\swimming\000240.jpg,0
balanced_dataset\train\swimming\000241.jpg,0
balanced_dataset\train\swimming\000242.jpg,0
balanced_dataset\train\swimming\000243.jpg,0
balanced_dataset\train\swimming\000244.jpg,0
balanced_dataset\train\swimming\000245.jpg,0
balanced_dataset\train\swimming\000246.jpg,0
balanced_dataset\train\swimming\000247.jpg,0
balanced_dataset\train\swimming\000248.jpg,0
balanced_dataset\train\swimming\000249.jpg,0
balanced_dataset\train\swimming\000250.jpg,0
balanced_dataset\train\swimming\000251.jpg,0
balanced_dataset\train\swimming\000252.jpg,0
balanced_dataset\train\swimming\000253.jpg,0
balanced_dataset\train\swimming\000254.jpg,0
balanced_dataset\train\swimming\000255.jpg,0
balanced_dataset\train\swimming\000256.jpg,0
balanced_dataset\train\swimming\000257.jpg,0
balanced_dataset\train\swimming\000258.jpg,0
balanced_dataset\train\swimming\000259.jpg,0
balanced_dataset\train\swimming\000260.jpg,0
balanced_dataset\train\swimming\000261.jpg,0
balanced_dataset\train\swimming\000262.jpg,0
balanced_dataset\train\swimming\000263.jpg,0
balanced_dataset\train\swimming\000264.jpg,0
balanced_dataset\train\swimming\000265.jpg,0
balanced_dataset\train\swimming\000266.jpg,0
balanced_dataset\train\swimming\000267.jpg,0
balanced_dataset\train\swimming\000268.jpg,0
balanced_dataset\train\swimming\000269.jpg,0
balanced_dataset\train\swimming\000270.jpg,0
balanced_dataset\train\swimming\000271.jpg,0
balanced_dataset\train\swimming\000272.jpg,0
balanced_dataset\train\swimming\000273.jpg,0
balanced_dataset\train\swimming\000274.jpg,0
balanced_dataset\train\swimming\000275.jpg,0
balanced_dataset\train\swimming\000276.jpg,0
balanced_dataset\train\swimming\000277.jpg,0
balanced_dataset\train\swimming\000278.jpg,0
balanced_dataset\train\swimming\000279.jpg,0
balanced_dataset\train\swimming\000280.jpg,0
balanced_dataset\train\swimming\000281.jpg,0
balanced_dataset\train\swimming\000282.jpg,0
balanced_dataset\train\swimming\000283.jpg,0
balanced_dataset\train\swimming\000284.jpg,0
balanced_dataset\train\swimming\000285.jpg,0
balanced_dataset\train\swimming\000286.jpg,0
balanced_dataset\train\swimming\000287.jpg,0
balanced_dataset\train\swimming\000288.jpg,0
balanced_dataset\train\swimming\000289.jpg,0
balanced_dataset\train\swimming\000290.jpg,0
balanced_dataset\train\swimming\000291.jpg,0
balanced_dataset\train\swimming\000292.jpg,0
balanced_dataset\train\swimming\000293.jpg,0
balanced_dataset\train\swimming\000294.jpg,0
balanced_dataset\train\swimming\000295.jpg,0
balanced_dataset\train\swimming\000296.jpg,0
balanced_dataset\train\swimming\000297.jpg,0
balanced_dataset\train\swimming\000298.jpg,0
balanced_dataset\train\swimming\000299.jpg,0
balanced_dataset\train\swimming\000300.jpg,0
balanced_dataset\train\swimming\000301.jpg,0
balanced_dataset\train\swimming\000302.jpg,0
balanced_dataset\train\swimming\000303.jpg,0
balanced_dataset\train\swimming\000304.jpg,0
balanced_dataset\train\swimming\000305.jpg,0
balanced_dataset\train\swimming\000306.jpg,0
balanced_dataset\train\swimming\000307.jpg,0
balanced_dataset\train\swimming\000308.jpg,0
balanced_dataset\train\swimming\000309.jpg,0
balanced_dataset\train\swimming\000310.jpg,0
balanced_dataset\train\swimming\000311.jpg,0
balanced_dataset\train\swimming\000312.jpg,0
balanced_dataset\train\swimming\000313.jpg,0
balanced_dataset\train\swimming\000314.jpg,0
balanced_dataset\train\swimming\000315.jpg,0
balanced_dataset\train\swimming\000316.jpg,0
balanced_dataset\train\swimming\000317.jpg,0
balanced_dataset\train\swimming\000318.jpg,0
balanced_dataset\train\swimming\000319.jpg,0
balanced_dataset\train\swimming\000320.jpg,0
balanced_dataset\train\swimming\000321.jpg,0
balanced_dataset\train\swimming\000322.jpg,0
balanced_dataset\train\swimming\000323.jpg,0
balanced_dataset\train\swimming\000324.jpg,0
balanced_dataset\train\swimming\000325.jpg,0
balanced_dataset\train\swimming\000326.jpg,0
balanced_dataset\train\swimming\000327.jpg,0
balanced_dataset\train\swimming\000328.jpg,0
balanced_dataset\train\swimming\000329.jpg,0
balanced_dataset\train\swimming\000330.jpg,0
balanced_dataset\train\swimming\000331.jpg,0
balanced_dataset\train\swimming\000332.jpg,0
balanced_dataset\train\swimming\000333.jpg,0
balanced_dataset\train\swimming\000334.jpg,0
balanced_dataset\train\swimming\000335.jpg,0
balanced_dataset\train\swimming\000336.jpg,0
balanced_dataset\train\swimming\000337.jpg,0
balanced_dataset\train\swimming\000338.jpg,0
balanced_dataset\train\swimming\000339.jpg,0
balanced_dataset\train\swimming\000340.jpg,0
balanced_dataset\train\swimming\000341.jpg,0
balanced_dataset\train\swimming\000342.jpg,0
balanced_dataset\train\swimming\000343.jpg,0
balanced_dataset\train\swimming\000344.jpg,0
balanced_dataset\train\swimming\000345.jpg,0
balanced_dataset\train\swimming\000346.jpg,0
balanced_dataset\train\swimming\000347.jpg,0
balanced_dataset\train\swimming\000348.jpg,0
balanced_dataset\train\swimming\000349.jpg,0
balanced_dataset\train\swimming\000350.jpg,0
balanced_dataset\train\swimming\000351.jpg,0
balanced_dataset\train\swimming\000352.jpg,0
balanced_dataset\train\swimming\000353.jpg,0
balanced_dataset\train\swimming\000354.jpg,0
balanced_dataset\train\swimming\000355.jpg,0
balanced_dataset\train\swimming\000356.jpg,0
balanced_dataset\train\swimming\000357.jpg,0
balanced_dataset\train\swimming\000358.jpg,0
balanced_dataset\train\swimming\000359.jpg,0
balanced_dataset\train\swimming\000360.jpg,0
balanced_dataset\train\swimming\000361.jpg,0
balanced_dataset\train\swimming\000362.jpg,0
balanced_dataset\train\swimming\000363.jpg,0
balanced_dataset\train\swimming\000364.jpg,0
balanced_dataset\train\swimming\000365.jpg,0
balanced_dataset\train\swimming\000366.jpg,0
balanced_dataset\train\swimming\000367.jpg,0
balanced_dataset\train\swimming\000368.jpg,0
balanced_dataset\train\swimming\000369.jpg,0
balanced_dataset\train\swimming\000370.jpg,0
balanced_dataset\train\swimming\000371.jpg,0
balanced_dataset\train\swimming\000372.jpg,0
balanced_dataset\train\swimming\000373.jpg,0
balanced_dataset\train\swimming\000374.jpg,0
balanced_dataset\train\swimming\000375.jpg,0
balanced_dataset\train\swimming\000376.jpg,0
balanced_dataset\train\swimming\000377.jpg,0
balanced_dataset\train\swimming\000378.jpg,0
balanced_dataset\train\swimming\000379.jpg,0
balanced_dataset\train\swimming\000380.jpg,0
balanced_dataset\train\swimming\000381.jpg,0
balanced_dataset\train\swimming\000382.jpg,0
balanced_dataset\train\swimming\000383.jpg,0
balanced_dataset\train\swimming\000384.jpg,0
balanced_dataset\train\swimming\000385.jpg,0
balanced_dataset\train\swimming\000386.jpg,0
balanced_dataset\train\swimming\000387.jpg,0
balanced_dataset\train\swimming\000388.jpg,0
balanced_dataset\train\swimming\000389.jpg,0
balanced_dataset\train\swimming\000390.jpg,0
balanced_dataset\train\swimming\000391.jpg,0
balanced_dataset\train\swimming\000392.jpg,0
balanced_dataset\train\swimming\000393.jpg,0
balanced_dataset\train\swimming\000394.jpg,0
balanced_dataset\train\swimming\000395.jpg,0
balanced_dataset\train\swimming\000396.jpg,0
balanced_dataset\train\swimming\000397.jpg,0
balanced_dataset\train\swimming\000398.jpg,0
balanced_dataset\train\swimming\000399.jpg,0
balanced_dataset\train\swimming\000400.jpg,0
balanced_dataset\train\swimming\000401.jpg,0
balanced_dataset\train\swimming\000402.jpg,0
balanced_dataset\train\swimming\000403.jpg,0
balanced_dataset\train\swimming\000404.jpg,0
balanced_dataset\train\swimming\000405.jpg,0
balanced_dataset\train\swimming\000406.jpg,0
balanced_dataset\train\swimming\000407.jpg,0
balanced_dataset\train\swimming\000408.jpg,0
balanced_dataset\train\swimming\000409.jpg,0
balanced_dataset\train\swimming\000410.jpg,0
balanced_dataset\train\swimming\000411.jpg,0
balanced_dataset\train\swimming\000412.jpg,0
balanced_dataset\train\swimming\000413.jpg,0
balanced_dataset\train\swimming\000414.jpg,0
balanced_dataset\train\swimming\000415.jpg,0
balanced_dataset\train\swimming\000416.jpg,0
balanced_dataset\train\swimming\000417.jpg,0
balanced_dataset\train\swimming\000418.jpg,0
balanced_dataset\train\swimming\000419.jpg,0
balanced_dataset\train\swimming\000420.jpg,0
balanced_dataset\train\swimming\000421.jpg,0
balanced_dataset\train\swimming\000422.jpg,0
balanced_dataset\train\swimming\000423.jpg,0
balanced_dataset\train\swimming\000424.jpg,0
balanced_dataset\train\swimming\000425.jpg,0
balanced_dataset\train\swimming\000426.jpg,0
balanced_dataset\train\swimming\000427.jpg,0
balanced_dataset\train\swimming\000428.jpg,0
balanced_dataset\train\swimming\000429.jpg,0
balanced_dataset\train\swimming\000430.jpg,0
balanced_dataset\train\swimming\000431.jpg,0
balanced_dataset\train\swimming\000432.jpg,0
balanced_dataset\train\swimming\000433.jpg,0
balanced_dataset\train\swimming\000434.jpg,0
balanced_dataset\train\swimming\000435.jpg,0
balanced_dataset\train\swimming\000436.jpg,0
balanced_dataset\train\swimming\000437.jpg,0
balanced_dataset\train\swimming\000438.jpg,0
balanced_dataset\train\swimming\000439.jpg,0
balanced_dataset\train\swimming\000440.jpg,0
balanced_dataset\train\swimming\000441.jpg,0
balanced_dataset\train\swimming\000442.jpg,0
balanced_dataset\train\swimming\000443.jpg,0
balanced_dataset\train\swimming\000444.jpg,0
balanced_dataset\train\swimming\000445.jpg,0
balanced_dataset\train\swimming\000446.jpg,0
balanced_dataset\train\swimming\000447.jpg,0
balanced_dataset\train\swimming\000448.jpg,0
balanced_dataset\train\swimming\000449.jpg,0
balanced_dataset\train\swimming\000450.jpg,0
balanced_dataset\train\swimming\000451.jpg,0
balanced_dataset\train\swimming\000452.jpg,0
balanced_dataset\train\swimming\000453.jpg,0
balanced_dataset\train\swimming\000454.jpg,0
balanced_dataset\train\swimming\000455.jpg,0
balanced_dataset\train\swimming\000456.jpg,0
balanced_dataset\train\swimming\000457.jpg,0
balanced_dataset\train\swimming\000458.jpg,0
balanced_dataset\train\swimming\000459.jpg,0
balanced_dataset\train\swimming\000460.jpg,0
balanced_dataset\train\swimming\000461.jpg,0
balanced_dataset\train\swimming\000462.jpg,0
balanced_dataset\train\swimming\000463.jpg,0
balanced_dataset\train\swimming\000464.jpg,0
balanced_dataset\train\swimming\000465.jpg,0
balanced_dataset\train\swimming\000466.jpg,0
balanced_dataset\train\swimming\000467.jpg,0
balanced_dataset\train\swimming\000468.jpg,0
balanced_dataset\train\swimming\000469.jpg,0
balanced_dataset\train\swimming\000470.jpg,0
balanced_dataset\train\swimming\000471.jpg,0
balanced_dataset\train\swimming\000472.jpg,0
balanced_dataset\train\swimming\000473.jpg,0
balanced_dataset\train\swimming\000474.jpg,0
balanced_dataset\train\swimming\000475.jpg,0
balanced_dataset\train\swimming\000476.jpg,0
balanced_dataset\train\swimming\000477.jpg,0
balanced_dataset\train\swimming\000478.jpg,0
balanced_dataset\train\swimming\000479.jpg,0
balanced_dataset\train\swimming\000480.jpg,0
balanced_dataset\train\swimming\000481.jpg,0
balanced_dataset\train\swimming\000482.jpg,0
balanced_dataset\train\swimming\000483.jpg,0
balanced_dataset\train\swimming\000484.jpg,0
balanced_dataset\train\swimming\000485.jpg,0
balanced_dataset\train\swimming\000486.jpg,0
balanced_dataset\train\swimming\000487.jpg,0
balanced_dataset\train\swimming\000488.jpg,0
balanced_dataset\train\swimming\000489.jpg,0
balanced_dataset\train\swimming\000490.jpg,0
balanced_dataset\train\swimming\000491.jpg,0
balanced_dataset\train\swimming\000492.jpg,0
balanced_dataset\train\swimming\000493.jpg,0
balanced_dataset\train\swimming\000494.jpg,0
balanced_dataset\train\swimming\000495.jpg,0
balanced_dataset\train\swimming\000496.jpg,0
balanced_dataset\train\swimming\000497.jpg,0
balanced_dataset\train\swimming\000498.jpg,0
balanced_dataset\train\swimming\000499.jpg,0
balanced_dataset\train\swimming\000500.jpg,0
balanced_dataset\train\swimming\000501.jpg,0
balanced_dataset\train\swimming\000502.jpg,0
balanced_dataset\train\swimming\000503.jpg,0
balanced_dataset\train\swimming\000504.jpg,0
balanced_dataset\train\swimming\000505.jpg,0
balanced_dataset\train\swimming\000506.jpg,0
balanced_dataset\train\swimming\000507.jpg,0
balanced_dataset\train\swimming\000508.jpg,0
balanced_dataset\train\swimming\000509.jpg,0
balanced_dataset\train\swimming\000510.jpg,0
balanced_dataset\train\swimming\000511.jpg,0
balanced_dataset\train\swimming\000512.jpg,0
balanced_dataset\train\swimming\000513.jpg,0
balanced_dataset\train\swimming\000514.jpg,0
balanced_dataset\train\swimming\000515.jpg,0
balanced_dataset\train\swimming\000516.jpg,0
balanced_dataset\train\swimming\000517.jpg,0
balanced_dataset\train\swimming\000518.jpg,0
balanced_dataset\train\swimming\000519.jpg,0
balanced_dataset\train\swimming\000520.jpg,0
balanced_dataset\train\swimming\000521.jpg,0
balanced_dataset\train\swimming\000522.jpg,0
balanced_dataset\train\swimming\000523.jpg,0
balanced_dataset\train\swimming\000524.jpg,0
balanced_dataset\train\swimming\000525.jpg,0
balanced_dataset\train\swimming\000526.jpg,0
balanced_dataset\train\swimming\000527.jpg,0
balanced_dataset\train\swimming\000528.jpg,0
balanced_dataset\train\swimming\000529.jpg,0
balanced_dataset\train\swimming\000530.jpg,0
balanced_dataset\train\swimming\000531.jpg,0
balanced_dataset\train\swimming\000532.jpg,0
balanced_dataset\train\swimming\000533.jpg,0
balanced_dataset\train\swimming\000534.jpg,0
balanced_dataset\train\swimming\000535.jpg,0
balanced_dataset\train\swimming\000536.jpg,0
balanced_dataset\train\swimming\000537.jpg,0
balanced_dataset\train\swimming\000538.jpg,0
balanced_dataset\train\swimming\000539.jpg,0
balanced_dataset\train\swimming\000540.jpg,0
balanced_dataset\train\swimming\000541.jpg,0
balanced_dataset\train\swimming\000542.jpg,0
balanced_dataset\train\swimming\000543.jpg,0
balanced_dataset\train\swimming\000544.jpg,0
balanced_dataset\train\swimming\000545.jpg,0
balanced_dataset\train\swimming\000546.jpg,0
balanced_dataset\train\swimming\000547.jpg,0
balanced_dataset\train\swimming\000548.jpg,0
balanced_dataset\train\swimming\000549.jpg,0
balanced_dataset\train\swimming\000550.jpg,0
balanced_dataset\train\swimming\000551.jpg,0
balanced_dataset\train\swimming\000552.jpg,0
balanced_dataset\train\swimming\000553.jpg,0
balanced_dataset\train\swimming\000554.jpg,0
balanced_dataset\train\swimming\000555.jpg,0
balanced_dataset\train\swimming\000556.jpg,0
balanced_dataset\train\swimming\000557.jpg,0
balanced_dataset\train\swimming\000558.jpg,0
balanced_dataset\train\swimming\000559.jpg,0
balanced_dataset\train\swimming\000560.jpg,0
balanced_dataset\train\swimming\000561.jpg,0
balanced_dataset\train\swimming\000562.jpg,0
balanced_dataset\train\swimming\000563.jpg,0
balanced_dataset\train\swimming\000564.jpg,0
balanced_dataset\train\swimming\000565.jpg,0
balanced_dataset\train\swimming\000566.jpg,0
balanced_dataset\train\swimming\000567.jpg,0
balanced_dataset\train\swimming\000568.jpg,0
balanced_dataset\train\swimming\000569.jpg,0
balanced_dataset\train\swimming\000570.jpg,0
balanced_dataset\train\swimming\000571.jpg,0
balanced_dataset\train\swimming\000572.jpg,0
balanced_dataset\train\swimming\000573.jpg,0
balanced_dataset\train\swimming\000574.jpg,0
balanced_dataset\train\swimming\000575.jpg,0
balanced_dataset\train\swimming\000576.jpg,0
balanced_dataset\train\swimming\000577.jpg,0
balanced_dataset\train\swimming\000578.jpg,0
balanced_dataset\train\swimming\000579.jpg,0
balanced_dataset\train\swimming\000580.jpg,0
balanced_dataset\train\swimming\000581.jpg,0
balanced_dataset\train\swimming\000582.jpg,0
balanced_dataset\train\swimming\000583.jpg,0
balanced_dataset\train\swimming\000584.jpg,0
balanced_dataset\train\swimming\000585.jpg,0
balanced_dataset\train\swimming\000586.jpg,0
balanced_dataset\train\swimming\000587.jpg,0
balanced_dataset\train\swimming\000588.jpg,0
balanced_dataset\train\swimming\000589.jpg,0
balanced_dataset\train\swimming\000590.jpg,0
balanced_dataset\train\swimming\000591.jpg,0
balanced_dataset\train\swimming\000592.jpg,0
balanced_dataset\train\swimming\000593.jpg,0
balanced_dataset\train\swimming\000594.jpg,0
balanced_dataset\train\swimming\000595.jpg,0
balanced_dataset\train\swimming\000596.jpg,0
balanced_dataset\train\swimming\000597.jpg,0
balanced_dataset\train\swimming\000598.jpg,0
balanced_dataset\train\swimming\000599.jpg,0
balanced_dataset\train\swimming\000600.jpg,0
balanced_dataset\train\swimming\000601.jpg,0
balanced_dataset\train\swimming\000602.jpg,0
balanced_dataset\train\swimming\000603.jpg,0
balanced_dataset\train\swimming\000604.jpg,0
balanced_dataset\train\swimming\000605.jpg,0
balanced_dataset\train\swimming\000606.jpg,0
balanced_dataset\train\swimming\000607.jpg,0
